Company Name,Industry,Symbol,Series,ISIN Code
Apcotex Industries Ltd.,INDUSTRIAL MANUFACTURING,APCOTEXIND,EQ,INE116A01032
Apollo Hospitals Enterprise Ltd.,HEALTHCARE SERVICES,APOLLOHOSP,EQ,INE437A01024
Apollo Tyres Ltd.,AUTOMOBILE,APOLLOTYRE,EQ,INE438A01022
Arvind Fashions Ltd.,CONSUMER SERVICES,ARVINDFASN,EQ,INE955V01021
Arvind Ltd.,TEXTILES,ARVIND,EQ,INE034A01011
Asahi India Glass Ltd.,AUTOMOBILE,ASAHIINDIA,EQ,INE439A01020
Ashiana Housing Ltd.,CONSTRUCTION,ASHIANA,EQ,INE365D01021
Ashok Leyland Ltd.,AUTOMOBILE,ASHOKLEY,EQ,INE208A01029
Ashoka Buildcon Ltd.,CONSTRUCTION,ASHOKA,EQ,INE442H01029
Asian Paints Ltd.,CONSUMER GOODS,ASIANPAINT,EQ,INE021A01026
Astec LifeSciences Ltd.,FERTILISERS & PESTICIDES,ASTEC,EQ,INE563J01010
Aster DM Healthcare Ltd.,HEALTHCARE SERVICES,ASTERDM,EQ,INE914M01019
Astra Microwave Products Ltd.,INDUSTRIAL MANUFACTURING,ASTRAMICRO,EQ,INE386C01029
AstraZenca Pharma India Ltd.,PHARMA,ASTRAZEN,EQ,INE203A01020
Astral Ltd.,INDUSTRIAL MANUFACTURING,ASTRAL,EQ,INE006I01046
Atul Ltd.,CHEMICALS,ATUL,EQ,INE100A01010
Aurobindo Pharma Ltd.,PHARMA,AUROPHARMA,EQ,INE406A01037
Automotive Axles Ltd.,AUTOMOBILE,AUTOAXLES,EQ,INE449A01011
Avanti Feeds Ltd.,CONSUMER GOODS,AVANTIFEED,EQ,INE871C01038
Avenue Supermarts Ltd.,CONSUMER SERVICES,DMART,EQ,INE192R01011
Axis Bank Ltd.,FINANCIAL SERVICES,AXISBANK,EQ,INE238A01034
BASF India Ltd.,CHEMICALS,BASF,EQ,INE373A01013
BEML Ltd.,INDUSTRIAL MANUFACTURING,BEML,EQ,INE258A01016
BF Investment Ltd.,FINANCIAL SERVICES,BFINVEST,EQ,INE878K01010
BF Utilities Ltd.,CONSTRUCTION,BFUTILITIE,EQ,INE243D01012
BLS International Services Ltd.,CONSUMER SERVICES,BLS,EQ,INE153T01027
BSE Ltd.,FINANCIAL SERVICES,BSE,EQ,INE118H01025
Bajaj Auto Ltd.,AUTOMOBILE,BAJAJ-AUTO,EQ,INE917I01010
Bajaj Consumer Care Ltd.,CONSUMER GOODS,BAJAJCON,EQ,INE933K01021
Bajaj Electricals Ltd,CONSUMER GOODS,BAJAJELEC,EQ,INE193E01025
Bajaj Finance Ltd.,FINANCIAL SERVICES,BAJFINANCE,EQ,INE296A01024
Bajaj Finserv Ltd.,FINANCIAL SERVICES,BAJAJFINSV,EQ,INE918I01018
Bajaj Hindusthan Sugar Ltd.,CONSUMER GOODS,BAJAJHIND,EQ,INE306A01021
Bajaj Holdings & Investment Ltd.,FINANCIAL SERVICES,BAJAJHLDNG,EQ,INE118A01012
Balaji Amines Ltd.,CHEMICALS,BALAMINES,EQ,INE050E01027
Balkrishna Industries Ltd.,AUTOMOBILE,BALKRISIND,EQ,INE787D01026
Balmer Lawrie & Co. Ltd.,INDUSTRIAL MANUFACTURING,BALMLAWRIE,EQ,INE164A01016
Balrampur Chini Mills Ltd.,CONSUMER GOODS,BALRAMCHIN,EQ,INE119A01028
Banco Products (India) Ltd.,AUTOMOBILE,BANCOINDIA,EQ,INE213C01025
Bandhan Bank Ltd.,FINANCIAL SERVICES,BANDHANBNK,EQ,INE545U01014
Bank of Baroda,FINANCIAL SERVICES,BANKBARODA,EQ,INE028A01039
Bank of India,FINANCIAL SERVICES,BANKINDIA,EQ,INE084A01016
Bank of Maharashtra,FINANCIAL SERVICES,MAHABANK,EQ,INE457A01014
Barbeque Nation Hospitality Ltd.,CONSUMER SERVICES,BARBEQUE,EQ,INE382M01027
Bata India Ltd.,CONSUMER GOODS,BATAINDIA,EQ,INE176A01028
Bayer Cropscience Ltd.,FERTILISERS & PESTICIDES,BAYERCROP,EQ,INE462A01022
Berger Paints India Ltd.,CONSUMER GOODS,BERGEPAINT,EQ,INE463A01038
Bhansali Engineering Polymers Ltd.,CHEMICALS,BEPL,EQ,INE922A01025
Bharat Dynamics Ltd.,INDUSTRIAL MANUFACTURING,BDL,EQ,INE171Z01018
Bharat Electronics Ltd.,INDUSTRIAL MANUFACTURING,BEL,EQ,INE263A01024
Bharat Forge Ltd.,INDUSTRIAL MANUFACTURING,BHARATFORG,EQ,INE465A01025
Bharat Heavy Electricals Ltd.,INDUSTRIAL MANUFACTURING,BHEL,EQ,INE257A01026
Bharat Petroleum Corporation Ltd.,OIL & GAS,BPCL,EQ,INE029A01011
Bharat Rasayan Ltd.,FERTILISERS & PESTICIDES,BHARATRAS,EQ,INE838B01013
Bharti Airtel Ltd.,TELECOM,BHARTIARTL,EQ,INE397D01024
Biocon Ltd.,PHARMA,BIOCON,EQ,INE376G01013
Birla Corporation Ltd.,CEMENT & CEMENT PRODUCTS,BIRLACORPN,EQ,INE340A01012
Birlasoft Ltd.,IT,BSOFT,EQ,INE836A01035
Bliss GVS Pharma Ltd.,PHARMA,BLISSGVS,EQ,INE416D01022
Blue Dart Express Ltd.,SERVICES,BLUEDART,EQ,INE233B01017
Blue Star Ltd.,CONSUMER GOODS,BLUESTARCO,EQ,INE472A01039
Bodal Chemicals Ltd.,CHEMICALS,BODALCHEM,EQ,INE338D01028
Bombay Burmah Trading Corporation Ltd.,CONSUMER GOODS,BBTC,EQ,INE050A01025
Bombay Dyeing & Manufacturing Co. Ltd.,TEXTILES,BOMDYEING,EQ,INE032A01023
Borosil Ltd.,CONSUMER GOODS,BOROLTD,BE,INE02PY01013
Borosil Renewables Ltd.,INDUSTRIAL MANUFACTURING,BORORENEW,EQ,INE666D01022
Bosch Ltd.,AUTOMOBILE,BOSCHLTD,EQ,INE323A01026
Brigade Enterprises Ltd.,CONSTRUCTION,BRIGADE,EQ,INE791I01019
Britannia Industries Ltd.,CONSUMER GOODS,BRITANNIA,EQ,INE216A01030
Burger King India Ltd.,CONSUMER SERVICES,BURGERKING,EQ,INE07T201019
CARE Ratings Ltd.,FINANCIAL SERVICES,CARERATING,EQ,INE752H01013
CCL Products (I) Ltd.,CONSUMER GOODS,CCL,EQ,INE421D01022
CESC Ltd.,POWER,CESC,EQ,INE486A01021
CG Power and Industrial Solutions Ltd.,INDUSTRIAL MANUFACTURING,CGPOWER,EQ,INE067A01029
CRISIL Ltd.,FINANCIAL SERVICES,CRISIL,EQ,INE007A01025
CSB Bank Ltd.,FINANCIAL SERVICES,CSBBANK,EQ,INE679A01013
Cadila Healthcare Ltd.,PHARMA,CADILAHC,EQ,INE010B01027
Camlin Fine Sciences Ltd.,CHEMICALS,CAMLINFINE,EQ,INE052I01032
Can Fin Homes Ltd.,FINANCIAL SERVICES,CANFINHOME,EQ,INE477A01020
Canara Bank,FINANCIAL SERVICES,CANBK,EQ,INE476A01014
Capacite Infraprojects Ltd.,CONSTRUCTION,CAPACITE,EQ,INE264T01014
Caplin Point Laboratories Ltd.,PHARMA,CAPLIPOINT,EQ,INE475E01026
Capri Global Capital Ltd.,FINANCIAL SERVICES,CGCL,EQ,INE180C01026
Carborundum Universal Ltd.,INDUSTRIAL MANUFACTURING,CARBORUNIV,EQ,INE120A01034
Castrol India Ltd.,OIL & GAS,CASTROLIND,EQ,INE172A01027
Ceat Ltd.,AUTOMOBILE,CEATLTD,EQ,INE482A01020
Central Bank of India,FINANCIAL SERVICES,CENTRALBK,EQ,INE483A01010
Central Depository Services (India) Ltd.,FINANCIAL SERVICES,CDSL,EQ,INE736A01011
Centrum Capital Ltd.,FINANCIAL SERVICES,CENTRUM,EQ,INE660C01027
Century Plyboards (India) Ltd.,CONSUMER GOODS,CENTURYPLY,EQ,INE348B01021
Century Textile & Industries Ltd.,PAPER AND JUTE,CENTURYTEX,EQ,INE055A01016
Cera Sanitaryware Ltd,CONSUMER GOODS,CERA,EQ,INE739E01017
Chalet Hotels Ltd.,CONSUMER SERVICES,CHALET,EQ,INE427F01016
Chambal Fertilizers & Chemicals Ltd.,FERTILISERS & PESTICIDES,CHAMBLFERT,EQ,INE085A01013
Chemcon Speciality Chemicals Ltd.,CHEMICALS,CHEMCON,EQ,INE03YM01018
Chennai Petroleum Corporation Ltd.,OIL & GAS,CHENNPETRO,EQ,INE178A01016
Cholamandalam Financial Holdings Ltd.,FINANCIAL SERVICES,CHOLAHLDNG,EQ,INE149A01033
Cholamandalam Investment and Finance Company Ltd.,FINANCIAL SERVICES,CHOLAFIN,EQ,INE121A01024
Cigniti Technologies Ltd.,IT,CIGNITITEC,EQ,INE675C01017
Cipla Ltd.,PHARMA,CIPLA,EQ,INE059A01026
City Union Bank Ltd.,FINANCIAL SERVICES,CUB,EQ,INE491A01021
Clariant Chemicals (India) Ltd.,CHEMICALS,CLNINDIA,EQ,INE492A01029
Coal India Ltd.,METALS,COALINDIA,EQ,INE522F01014
Cochin Shipyard Ltd.,INDUSTRIAL MANUFACTURING,COCHINSHIP,EQ,INE704P01017
Coforge Ltd.,IT,COFORGE,EQ,INE591G01017
Colgate Palmolive (India) Ltd.,CONSUMER GOODS,COLPAL,EQ,INE259A01022
Computer Age Management Services Ltd.,FINANCIAL SERVICES,CAMS,EQ,INE596I01012
Confidence Petroleum India Ltd.,OIL & GAS,CONFIPET,EQ,INE552D01024
Container Corporation of India Ltd.,SERVICES,CONCOR,EQ,INE111A01025
Coromandel International Ltd.,FERTILISERS & PESTICIDES,COROMANDEL,EQ,INE169A01031
Cosmo Films Ltd.,INDUSTRIAL MANUFACTURING,COSMOFILMS,EQ,INE757A01017
Craftsman Automation Ltd.,AUTOMOBILE,CRAFTSMAN,EQ,INE00LO01017
CreditAccess Grameen Ltd.,FINANCIAL SERVICES,CREDITACC,EQ,INE741K01010
Crompton Greaves Consumer Electricals Ltd.,CONSUMER GOODS,CROMPTON,EQ,INE299U01018
Cummins India Ltd.,INDUSTRIAL MANUFACTURING,CUMMINSIND,EQ,INE298A01020
Cyient Ltd.,IT,CYIENT,EQ,INE136B01020
D.B.Corp Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,DBCORP,EQ,INE950I01011
DCB Bank Ltd.,FINANCIAL SERVICES,DCBBANK,EQ,INE503A01015
DCM Shriram Ltd.,CONSUMER GOODS,DCMSHRIRAM,EQ,INE499A01024
DFM Foods Ltd.,CONSUMER GOODS,DFMFOODS,EQ,INE456C01020
DLF Ltd.,CONSTRUCTION,DLF,EQ,INE271C01023
Dabur India Ltd.,CONSUMER GOODS,DABUR,EQ,INE016A01026
Dalmia Bharat Ltd.,CEMENT & CEMENT PRODUCTS,DALBHARAT,EQ,INE00R701025
Dalmia Bharat Sugar and Industries Ltd.,CONSUMER GOODS,DALMIASUG,EQ,INE495A01022
Deepak Fertilisers & Petrochemicals Corp. Ltd.,CHEMICALS,DEEPAKFERT,EQ,INE501A01019
Deepak Nitrite Ltd.,CHEMICALS,DEEPAKNTR,EQ,INE288B01029
Delta Corp Ltd.,CONSUMER SERVICES,DELTACORP,EQ,INE124G01033
Den Networks Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,DEN,EQ,INE947J01015
Dhampur Sugar Mills Ltd.,CONSUMER GOODS,DHAMPURSUG,EQ,INE041A01016
Dhani Services Ltd.,FINANCIAL SERVICES,DHANI,EQ,INE274G01010
Dhanuka Agritech Ltd.,FERTILISERS & PESTICIDES,DHANUKA,EQ,INE435G01025
Dilip Buildcon Ltd.,CONSTRUCTION,DBL,EQ,INE917M01012
Dish TV India Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,DISHTV,EQ,INE836F01026
Dishman Carbogen Amcis Ltd.,PHARMA,DCAL,EQ,INE385W01011
Divi's Laboratories Ltd.,PHARMA,DIVISLAB,EQ,INE361B01024
Dixon Technologies (India) Ltd.,CONSUMER GOODS,DIXON,EQ,INE935N01020
Dolat Algotech Ltd.,FINANCIAL SERVICES,DOLATALGO,EQ,INE966A01022
Dollar Industries Ltd.,TEXTILES,DOLLAR,EQ,INE325C01035
Dr. Lal Path Labs Ltd.,HEALTHCARE SERVICES,LALPATHLAB,EQ,INE600L01024
Dr. Reddy's Laboratories Ltd.,PHARMA,DRREDDY,EQ,INE089A01023
Dredging Corporation of India Ltd.,SERVICES,DREDGECORP,EQ,INE506A01018
E.I.D. Parry (India) Ltd.,CONSUMER GOODS,EIDPARRY,EQ,INE126A01031
EIH Ltd.,CONSUMER SERVICES,EIHOTEL,EQ,INE230A01023
EPL Ltd.,INDUSTRIAL MANUFACTURING,EPL,EQ,INE255A01020
ESAB India Ltd.,INDUSTRIAL MANUFACTURING,ESABINDIA,EQ,INE284A01012
Easy Trip Planners Ltd.,CONSUMER SERVICES,EASEMYTRIP,EQ,INE07O001018
Edelweiss Financial Services Ltd.,FINANCIAL SERVICES,EDELWEISS,EQ,INE532F01054
Eicher Motors Ltd.,AUTOMOBILE,EICHERMOT,EQ,INE066A01021
Electrosteel Castings Ltd.,INDUSTRIAL MANUFACTURING,ELECTCAST,EQ,INE086A01029
Elgi Equipments Ltd.,INDUSTRIAL MANUFACTURING,ELGIEQUIP,EQ,INE285A01027
Emami Ltd.,CONSUMER GOODS,EMAMILTD,EQ,INE548C01032
Endurance Technologies Ltd.,AUTOMOBILE,ENDURANCE,EQ,INE913H01037
Engineers India Ltd.,CONSTRUCTION,ENGINERSIN,EQ,INE510A01028
Equitas Holdings Ltd.,FINANCIAL SERVICES,EQUITAS,EQ,INE988K01017
Equitas Small Finance Bank Ltd.,FINANCIAL SERVICES,EQUITASBNK,EQ,INE063P01018
Eris Lifesciences Ltd.,PHARMA,ERIS,EQ,INE406M01024
Escorts Ltd.,AUTOMOBILE,ESCORTS,EQ,INE042A01014
Eveready Industries India Ltd.,CONSUMER GOODS,EVEREADY,EQ,INE128A01029
Excel Industries Ltd.,CHEMICALS,EXCELINDUS,EQ,INE369A01029
Exide Industries Ltd.,AUTOMOBILE,EXIDEIND,EQ,INE302A01020
FDC Ltd.,PHARMA,FDC,EQ,INE258B01022
Federal Bank Ltd.,FINANCIAL SERVICES,FEDERALBNK,EQ,INE171A01029
Federal-Mogul Goetze (India) Ltd.,AUTOMOBILE,FMGOETZE,EQ,INE529A01010
Fertilisers and Chemicals Travancore Ltd.,FERTILISERS & PESTICIDES,FACT,EQ,INE188A01015
Filatex India Ltd.,TEXTILES,FILATEX,EQ,INE816B01027
Fine Organic Industries Ltd.,CHEMICALS,FINEORG,EQ,INE686Y01026
Finolex Cables Ltd.,INDUSTRIAL MANUFACTURING,FINCABLES,EQ,INE235A01022
Finolex Industries Ltd.,INDUSTRIAL MANUFACTURING,FINPIPE,EQ,INE183A01024
Firstsource Solutions Ltd.,IT,FSL,EQ,INE684F01012
Force Motors Ltd.,AUTOMOBILE,FORCEMOT,EQ,INE451A01017
Fortis Healthcare Ltd.,HEALTHCARE SERVICES,FORTIS,EQ,INE061F01013
Future Consumer Ltd.,CONSUMER SERVICES,FCONSUMER,EQ,INE220J01025
Future Retail Ltd.,CONSUMER SERVICES,FRETAIL,EQ,INE752P01024
G.M. Breweries Ltd.,CONSUMER GOODS,GMBREW,EQ,INE075D01018
GAIL (India) Ltd.,OIL & GAS,GAIL,EQ,INE129A01019
GE Power India Ltd.,INDUSTRIAL MANUFACTURING,GEPIL,EQ,INE878A01011
GE T&D India Ltd.,INDUSTRIAL MANUFACTURING,GET&D,EQ,INE200A01026
GMM Pfaudler Ltd.,INDUSTRIAL MANUFACTURING,GMMPFAUDLR,EQ,INE541A01023
GTPL Hathway Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,GTPL,EQ,INE869I01013
Gabriel India Ltd.,AUTOMOBILE,GABRIEL,EQ,INE524A01029
Galaxy Surfactants Ltd.,CHEMICALS,GALAXYSURF,EQ,INE600K01018
Garden Reach Shipbuilders & Engineers Ltd.,INDUSTRIAL MANUFACTURING,GRSE,EQ,INE382Z01011
Garware Technical Fibres Ltd.,TEXTILES,GARFIBRES,EQ,INE276A01018
Gati Ltd.,SERVICES,GATI,EQ,INE152B01027
General Insurance Corporation of India,FINANCIAL SERVICES,GICRE,EQ,INE481Y01014
Genus Power Infrastructures Ltd.,INDUSTRIAL MANUFACTURING,GENUSPOWER,EQ,INE955D01029
Geojit Financial Services Ltd.,FINANCIAL SERVICES,GEOJITFSL,EQ,INE007B01023
Gillette India Ltd.,CONSUMER GOODS,GILLETTE,EQ,INE322A01010
Gland Pharma Ltd.,PHARMA,GLAND,EQ,INE068V01023
Glaxosmithkline Pharmaceuticals Ltd.,PHARMA,GLAXO,EQ,INE159A01016
Glenmark Pharmaceuticals Ltd.,PHARMA,GLENMARK,EQ,INE935A01035
Godawari Power & Ispat Ltd.,METALS,GPIL,EQ,INE177H01021
Godfrey Phillips India Ltd.,CONSUMER GOODS,GODFRYPHLP,EQ,INE260B01028
Godrej Agrovet Ltd.,CONSUMER GOODS,GODREJAGRO,EQ,INE850D01014
Godrej Consumer Products Ltd.,CONSUMER GOODS,GODREJCP,EQ,INE102D01028
Godrej Industries Ltd.,CONSUMER GOODS,GODREJIND,EQ,INE233A01035
Godrej Properties Ltd.,CONSTRUCTION,GODREJPROP,EQ,INE484J01027
Goodyear India Ltd.,AUTOMOBILE,GOODYEAR,EQ,INE533A01012
Granules India Ltd.,PHARMA,GRANULES,EQ,INE101D01020
Graphite India Ltd.,INDUSTRIAL MANUFACTURING,GRAPHITE,EQ,INE371A01025
Grasim Industries Ltd.,CEMENT & CEMENT PRODUCTS,GRASIM,EQ,INE047A01021
Great Eastern Shipping Co. Ltd.,SERVICES,GESHIP,EQ,INE017A01032
Greaves Cotton Ltd.,INDUSTRIAL MANUFACTURING,GREAVESCOT,EQ,INE224A01026
Greenpanel Industries Ltd.,CONSUMER GOODS,GREENPANEL,EQ,INE08ZM01014
Greenply Industries Ltd.,CONSUMER GOODS,GREENPLY,EQ,INE461C01038
Grindwell Norton Ltd.,INDUSTRIAL MANUFACTURING,GRINDWELL,EQ,INE536A01023
Gujarat Alkalies & Chemicals Ltd.,CHEMICALS,GUJALKALI,EQ,INE186A01019
Gujarat Ambuja Exports Ltd.,CONSUMER GOODS,GAEL,EQ,INE036B01030
Gujarat Fluorochemicals Ltd.,CHEMICALS,FLUOROCHEM,EQ,INE09N301011
Gujarat Gas Ltd.,OIL & GAS,GUJGASLTD,EQ,INE844O01030
Gujarat Industries Power Co. Ltd.,POWER,GIPCL,EQ,INE162A01010
Gujarat Mineral Development Corporation Ltd.,METALS,GMDCLTD,EQ,INE131A01031
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,CHEMICALS,GNFC,EQ,INE113A01013
Gujarat Pipavav Port Ltd.,SERVICES,GPPL,EQ,INE517F01014
Gujarat State Fertilizers & Chemicals Ltd.,FERTILISERS & PESTICIDES,GSFC,EQ,INE026A01025
Gujarat State Petronet Ltd.,OIL & GAS,GSPL,EQ,INE246F01010
Gulf Oil Lubricants India Ltd.,OIL & GAS,GULFOILLUB,EQ,INE635Q01029
H.E.G. Ltd.,INDUSTRIAL MANUFACTURING,HEG,EQ,INE545A01016
H.G. Infra Engineering Ltd.,CONSTRUCTION,HGINFRA,EQ,INE926X01010
HBL Power Systems Ltd.,INDUSTRIAL MANUFACTURING,HBLPOWER,EQ,INE292B01021
HCL Technologies Ltd.,IT,HCLTECH,EQ,INE860A01027
HDFC Asset Management Company Ltd.,FINANCIAL SERVICES,HDFCAMC,EQ,INE127D01025
HDFC Bank Ltd.,FINANCIAL SERVICES,HDFCBANK,EQ,INE040A01034
HDFC Life Insurance Company Ltd.,FINANCIAL SERVICES,HDFCLIFE,EQ,INE795G01014
HFCL Ltd.,TELECOM,HFCL,EQ,INE548A01028
HIL Ltd.,CONSUMER GOODS,HIL,EQ,INE557A01011
HLE Glascoat Ltd.,INDUSTRIAL MANUFACTURING,HLEGLAS,EQ,INE461D01010
HSIL Ltd.,INDUSTRIAL MANUFACTURING,HSIL,EQ,INE415A01038
Happiest Minds Technologies Ltd.,IT,HAPPSTMNDS,EQ,INE419U01012
Hathway Cable & Datacom Ltd.,MEDIA ENTERTAINMENT & PUBLICATION,HATHWAY,EQ,INE982F01036
Hatsun Agro Product Ltd.,CONSUMER GOODS,HATSUN,EQ,INE473B01035
Havells India Ltd.,CONSUMER GOODS,HAVELLS,EQ,INE176B01034
Healthcare Global Enterprises Ltd.,HEALTHCARE SERVICES,HCG,EQ,INE075I01017
HeidelbergCement India Ltd.,CEMENT & CEMENT PRODUCTS,HEIDELBERG,EQ,INE578A01017
Hemisphere Properties India Ltd.,CONSTRUCTION,HEMIPROP,EQ,INE0AJG01018
Heranba Industries Ltd.,FERTILISERS & PESTICIDES,HERANBA,EQ,INE694N01015
Heritage Foods Ltd.,CONSUMER GOODS,HERITGFOOD,EQ,INE978A01027
Hero MotoCorp Ltd.,AUTOMOBILE,HEROMOTOCO,EQ,INE158A01026
Hester Biosciences Ltd.,PHARMA,HESTERBIO,EQ,INE782E01017
Hikal Ltd.,PHARMA,HIKAL,EQ,INE475B01022
Himadri Speciality Chemical Ltd.,CHEMICALS,HSCL,EQ,INE019C01026
Himatsingka Seide Ltd.,TEXTILES,HIMATSEIDE,EQ,INE049A01027
Hindalco Industries Ltd.,METALS,HINDALCO,EQ,INE038A01020
Hinduja Global Solutions Ltd.,IT,HGS,EQ,INE170I01016
Hindustan Aeronautics Ltd.,INDUSTRIAL MANUFACTURING,HAL,EQ,INE066F01012
Hindustan Construction Co. Ltd.,CONSTRUCTION,HCC,EQ,INE549A01026
Hindustan Copper Ltd.,METALS,HINDCOPPER,EQ,INE531E01026
Hindustan Foods Ltd.,CONSUMER GOODS,HNDFDS,EQ,INE254N01018
Hindustan Oil Exploration Co. Ltd.,OIL & GAS,HINDOILEXP,EQ,INE345A01011
Hindustan Petroleum Corporation Ltd.,OIL & GAS,HINDPETRO,EQ,INE094A01015
Hindustan Unilever Ltd.,CONSUMER GOODS,HINDUNILVR,EQ,INE030A01027
Hindustan Zinc Ltd.,METALS,HINDZINC,EQ,INE267A01025
Hitachi Energy India Ltd.,INDUSTRIAL MANUFACTURING,POWERINDIA,EQ,INE07Y701011
Home First Finance Company India Ltd.,FINANCIAL SERVICES,HOMEFIRST,EQ,INE481N01025
Honeywell Automation India Ltd.,INDUSTRIAL MANUFACTURING,HONAUT,EQ,INE671A01010
Housing & Urban Development Corporation Ltd.,FINANCIAL SERVICES,HUDCO,EQ,INE031A01017
Housing Development Finance Corporation Ltd.,FINANCIAL SERVICES,HDFC,EQ,INE001A01036
Huhtamaki India Ltd.,INDUSTRIAL MANUFACTURING,HUHTAMAKI,EQ,INE275B01026
I G Petrochemicals Ltd.,CHEMICALS,IGPL,EQ,INE204A01010
ICICI Bank Ltd.,FINANCIAL SERVICES,ICICIBANK,EQ,INE090A01021
ICICI Lombard General Insurance Company Ltd.,FINANCIAL SERVICES,ICICIGI,EQ,INE765G01017
ICICI Prudential Life Insurance Company Ltd.,FINANCIAL SERVICES,ICICIPRULI,EQ,INE726G01019
ICICI Securities Ltd.,FINANCIAL SERVICES,ISEC,EQ,INE763G01038
ICRA Ltd.,FINANCIAL SERVICES,ICRA,EQ,INE725G01011
IDBI Bank Ltd.,FINANCIAL SERVICES,IDBI,EQ,INE008A01015
IDFC First Bank Ltd.,FINANCIAL SERVICES,IDFCFIRSTB,EQ,INE092T01019
IDFC Ltd.,FINANCIAL SERVICES,IDFC,EQ,INE043D01016
IFB Industries Ltd.,CONSUMER GOODS,IFBIND,EQ,INE559A01017
IFCI Ltd.,FINANCIAL SERVICES,IFCI,EQ,INE039A01010
IIFL Finance Ltd.,FINANCIAL SERVICES,IIFL,EQ,INE530B01024
IIFL Securities Ltd.,FINANCIAL SERVICES,IIFLSEC,EQ,INE489L01022
IIFL Wealth Management Ltd.,FINANCIAL SERVICES,IIFLWAM,EQ,INE466L01020
INEOS Styrolution India Ltd.,CHEMICALS,INEOSSTYRO,EQ,INE189B01011
IOL Chem and Pharma Ltd.,PHARMA,IOLCP,EQ,INE485C01011
IRB Infrastructure Developers Ltd.,CONSTRUCTION,IRB,EQ,INE821I01014
IRCON International Ltd.,CONSTRUCTION,IRCON,EQ,INE962Y01021
